"","SR","District","AreaCode","TsName_Census","TsCode_MIMU","TsName_MIMU","Ts","y11","y12","y13","y14","MidAges"
"57","Chin","Haka","AREA # 040102","Thantlang","MMR004003","Thantlang","Thantlang",2,1,1,3,7
"58","Chin","Falam","AREA # 040202","Tedim","MMR004004","Tedim","Tedim",5,3,1,6,15
"59","Chin","Falam","AREA # 040252","Cikha(ST)","MMR004005","Tonzang","Cikha(ST)",0,0,0,0,0
"60","Chin","Falam","AREA # 040203","Tonzaung","MMR004005","Tonzang","Tonzaung",0,1,0,4,5
"61","Chin","Mindat","AREA # 040301","Mindat","MMR004006","Mindat","Mindat",1,2,1,0,4
"62","Chin","Mindat","AREA # 040351","Reazu(ST)","MMR004007","Matupi","Reazu(ST)",2,1,0,0,3
"63","Chin","Mindat","AREA # 040302","Matupi","MMR004007","Matupi","Matupi",3,2,4,3,12
"64","Chin","Mindat","AREA # 040303","Kanpalet","MMR004008","Kanpetlet","Kanpalet",0,2,1,1,4
"65","Chin","Mindat","AREA # 040304","Paletwat","MMR004009","Paletwa","Paletwat",3,4,1,1,9
"66","Chin","Mindat","AREA # 040352","Sami(ST)","MMR004009","Paletwa","Sami(ST)",1,3,2,3,9
"67","Sagaing","Sagaing","AREA # 050101","Sagaing","MMR005001","Sagaing","Sagaing",6,3,9,4,22
"68","Sagaing","Sagaing","AREA # 050102","Myinmu","MMR005002","Myinmu","Myinmu",3,6,1,2,12
"69","Sagaing","Sagaing","AREA # 050103","Myaung","MMR005003","Myaung","Myaung",1,1,0,1,3
"70","Sagaing","Shwebo","AREA # 050201","Shwebo","MMR005004","Shwebo","Shwebo",5,9,9,9,32
"71","Sagaing","Shwebo","AREA # 050251","Kyaukmyaung(ST)","MMR005004","Shwebo","Kyaukmyaung(ST)",1,1,0,1,3
"72","Sagaing","Shwebo","AREA # 050202","Khin U","MMR005005","Khin-U","Khin U",3,5,4,1,13
"73","Sagaing","Shwebo","AREA # 050203","Wetlet","MMR005006","Wetlet","Wetlet",3,3,5,3,14
"74","Sagaing","Shwebo","AREA # 050204","Kambalu","MMR005007","Kanbalu","Kambalu",4,6,9,7,26
"75","Sagaing","Shwebo","AREA # 050205","Kyunhlau","MMR005008","Kyunhla","Kyunhlau",2,3,4,6,15
"76","Sagaing","Shwebo","AREA # 050206","Ye U","MMR005009","Ye-U","Ye U",3,0,5,6,14
"77","Sagaing","Shwebo","AREA # 050207","Depayin","MMR005010","Tabayin","Depayin",5,4,8,7,24
"78","Sagaing","Shwebo","AREA # 050208","Tasei","MMR005011","Taze","Tasei",5,7,7,6,25
"79","Sagaing","Monywa","AREA # 050301","Monywa","MMR005012","Monywa","Monywa",7,7,10,7,31
"80","Sagaing","Monywa","AREA # 050302","Butalin","MMR005013","Budalin","Butalin",0,8,5,4,17
"81","Sagaing","Monywa","AREA # 050303","Ayartaw","MMR005014","Ayadaw","Ayartaw",3,4,6,3,16
"82","Sagaing","Monywa","AREA # 050304","Chaung Oo","MMR005015","Chaung-U","Chaung Oo",4,0,4,4,12
"83","Sagaing","Yinmarpin","AREA # 050901","Yinmarpin","MMR005016","Yinmarbin","Yinmarpin",3,3,5,3,14
"84","Sagaing","Yinmarpin","AREA # 050904","Kani","MMR005017","Kani","Kani",3,6,1,4,14
"85","Sagaing","Yinmarpin","AREA # 050902","Salingyi","MMR005018","Salingyi","Salingyi",6,5,6,2,19
"86","Sagaing","Yinmarpin","AREA # 050903","Palae","MMR005019","Pale","Palae",3,2,6,2,13
"87","Sagaing","Katha","AREA # 050401","Katha","MMR005020","Katha","Katha",3,5,9,1,18
"88","Sagaing","Katha","AREA # 050402","Indaw","MMR005021","Indaw","Indaw",4,3,2,3,12
"89","Sagaing","Katha","AREA # 050403","Tigyaing","MMR005022","Tigyaing","Tigyaing",1,0,2,4,7
"90","Sagaing","Katha","AREA # 050404","Banmauk","MMR005023","Banmauk","Banmauk",2,4,0,2,8
"91","Sagaing","Katha","AREA # 050405","Kawlin","MMR005024","Kawlin","Kawlin",4,6,9,5,24
"92","Sagaing","Katha","AREA # 050406","Wuntho","MMR005025","Wuntho","Wuntho",3,3,2,2,10
"93","Sagaing","Katha","AREA # 050407","Pinlebu","MMR005026","Pinlebu","Pinlebu",3,2,3,10,18
"94","Sagaing","Kalay","AREA # 050501","Kalay","MMR005027","Kale","Kalay",7,9,20,8,44
"95","Sagaing","Kalay","AREA # 050502","Kalewa","MMR005028","Kalewa","Kalewa",2,3,2,1,8
"96","Sagaing","Kalay","AREA # 050503","Mingin","MMR005029","Mingin","Mingin",1,2,4,3,10
"97","Sagaing","Tamu","AREA # 050601","Tamu","MMR005030","Tamu","Tamu",0,2,1,2,5
"98","Sagaing","Tamu","AREA # 050651","Myothit(ST)","MMR005030","Tamu","Myothit(ST)",0,2,0,1,3
"99","Sagaing","Tamu","AREA # 050652","Khampat(ST)","MMR005030","Tamu","Khampat(ST)",2,0,0,1,3
"100","Sagaing","Mawlaik","AREA # 050701","Mawlaik","MMR005031","Mawlaik","Mawlaik",1,1,1,1,4
"101","Sagaing","Mawlaik","AREA # 050702","Phaungpyin","MMR005032","Paungbyin","Phaungpyin",6,2,5,0,13
"102","Sagaing","Hkamti","AREA # 050801","Hkamti","MMR005033","Hkamti","Hkamti",0,2,0,2,4
"103","Sagaing","Hkamti","AREA # 050802","Homalin","MMR005034","Homalin","Homalin",3,7,16,1,27
"104","Sagaing","Hkamti","AREA # 050803","Leshi","MMR005035","Lay Shi","Leshi",0,1,0,0,1
"105","Sagaing","Hkamti","AREA # 050851","Mobaingluk(ST)","MMR005035","Lay Shi","Mobaingluk(ST)",0,0,0,0,0
"106","Sagaing","Hkamti","AREA # 050852","Sonemara(ST)","MMR005035","Lay Shi","Sonemara(ST)",0,0,1,0,1
"107","Sagaing","Hkamti","AREA # 050804","Lahe","MMR005036","Lahe","Lahe",0,2,1,1,4
"108","Sagaing","Hkamti","AREA # 050853","Htanparkway(ST)","MMR005036","Lahe","Htanparkway(ST)",0,0,0,0,0
"109","Sagaing","Hkamti","AREA # 050805","Nanyun","MMR005037","Nanyun","Nanyun",0,0,1,1,2
"110","Sagaing","Hkamti","AREA # 050854","Pansaung(ST)","MMR005037","Nanyun","Pansaung(ST)",0,0,1,2,3
"111","Sagaing","Hkamti","AREA # 050855","Donhee(ST)","MMR005037","Nanyun","Donhee(ST)",0,0,0,0,0
"112","Tanintharyi","Dawei","AREA # 060151","Myitta(ST)","MMR006001","Dawei","Myitta(ST)",2,1,1,1,5
"113","Tanintharyi","Dawei","AREA # 060101","Dawei","MMR006001","Dawei","Dawei",1,8,5,2,16
"114","Tanintharyi","Dawei","AREA # 060102","Lounglon","MMR006002","Launglon","Lounglon",2,1,5,4,12
"115","Tanintharyi","Dawei","AREA # 060103","Thayetchaung","MMR006003","Thayetchaung","Thayetchaung",4,8,3,4,19
"116","Tanintharyi","Dawei","AREA # 060104","Yebyu","MMR006004","Yebyu","Yebyu",4,2,4,6,16
"117","Tanintharyi","Dawei","AREA # 060152","Kaleinaung(ST)","MMR006004","Yebyu","Kaleinaung(ST)",0,0,0,0,0
"118","Tanintharyi","Myeik","AREA # 060201","Myeik","MMR006005","Myeik","Myeik",7,8,20,9,44
"119","Tanintharyi","Myeik","AREA # 060202","Kyunsu","MMR006006","Kyunsu","Kyunsu",8,12,8,10,38
"120","Tanintharyi","Myeik","AREA # 060251","Palauk(ST)","MMR006007","Palaw","Palauk(ST)",2,0,4,3,9
"121","Tanintharyi","Myeik","AREA # 060203","Palaw","MMR006007","Palaw","Palaw",4,5,3,4,16
"122","Tanintharyi","Myeik","AREA # 060204","Tanintharyi","MMR006008","Tanintharyi","Tanintharyi",4,4,4,5,17
"123","Tanintharyi","Kawthoung","AREA # 060301","Kawthoung","MMR006009","Kawthoung","Kawthoung",6,3,6,4,19
"124","Tanintharyi","Kawthoung","AREA # 060351","Khamaukgyi","MMR006009","Kawthoung","Khamaukgyi",1,1,0,0,2
"125","Tanintharyi","Kawthoung","AREA # 060302","Bokepyin","MMR006010","Bokpyin","Bokepyin",2,2,1,0,5
"126","Tanintharyi","Kawthoung","AREA # 060353","Karathuri(ST)","MMR006010","Bokpyin","Karathuri(ST)",0,0,1,1,2
"127","Tanintharyi","Kawthoung","AREA # 060352","Pyigyimandaing","MMR006010","Bokpyin","Pyigyimandaing",0,4,3,0,7
"128","Bago","Bago","AREA # 070101","Bago","MMR007001","Bago","Bago",9,18,17,11,55
"129","Bago","Bago","AREA # 070102","Tanatpin","MMR007002","Thanatpin","Tanatpin",6,3,5,6,20
"130","Bago","Bago","AREA # 070103","Kawa","MMR007003","Kawa","Kawa",3,5,5,4,17
"131","Bago","Bago","AREA # 070104","Waw","MMR007004","Waw","Waw",4,10,7,0,21
"132","Bago","Bago","AREA # 070105","Nyaunglebin","MMR007005","Nyaunglebin","Nyaunglebin",9,10,10,3,32
"133","Bago","Bago","AREA # 070106","Kyauktaga","MMR007006","Kyauktaga","Kyauktaga",9,2,4,7,22
"134","Bago","Bago","AREA # 070107","Daik U","MMR007007","Daik-U","Daik U",6,2,10,6,24
"135","Bago","Bago","AREA # 070108","Shwegyin","MMR007008","Shwegyin","Shwegyin",2,4,4,3,13
"136","Bago","Toungoo","AREA # 070201","Toungoo","MMR007009","Taungoo","Toungoo",7,11,5,7,30
"137","Bago","Toungoo","AREA # 070202","Yaedashe","MMR007010","Yedashe","Yaedashe",2,7,7,8,24
"138","Bago","Toungoo","AREA # 070203","Kyaukkyi","MMR007011","Kyaukkyi","Kyaukkyi",3,5,6,6,20
"139","Bago","Toungoo","AREA # 070204","Pyu","MMR007012","Phyu","Pyu",12,17,2,7,38
"140","Bago","Toungoo","AREA # 070205","Oatwin","MMR007013","Oktwin","Oatwin",6,5,9,7,27
"141","Bago","Toungoo","AREA # 070206","Htantapin","MMR007014","Htantabin","Htantapin",4,2,3,4,13
"142","Bago","Pyay","AREA # 070301","Pyay","MMR008001","Pyay","Pyay",7,2,6,8,23
"143","Bago","Pyay","AREA # 070302","Paukkhaung","MMR008002","Paukkhaung","Paukkhaung",3,6,4,7,20
"144","Bago","Pyay","AREA # 070303","Padaung","MMR008003","Padaung","Padaung",3,8,2,5,18
"145","Bago","Pyay","AREA # 070304","Paunde","MMR008004","Paungde","Paunde",3,4,1,3,11
"146","Bago","Pyay","AREA # 070305","Thegon","MMR008005","Thegon","Thegon",5,6,6,4,21
"147","Bago","Pyay","AREA # 070306","Shwedaung","MMR008006","Shwedaung","Shwedaung",2,3,2,4,11
"148","Bago","Tharyarwaddy","AREA # 070401","Tharyarwaddy","MMR008007","Thayarwady","Tharyarwaddy",5,7,5,0,17
"149","Bago","Tharyarwaddy","AREA # 070402","Letpadan","MMR008008","Letpadan","Letpadan",7,8,5,4,24
"150","Bago","Tharyarwaddy","AREA # 070403","Minhla","MMR008009","Minhla","Minhla",4,4,6,1,15
"151","Bago","Tharyarwaddy","AREA # 070404","Okpo","MMR008010","Okpho","Okpo",4,5,4,5,18
"152","Bago","Tharyarwaddy","AREA # 070405","Zigon","MMR008011","Zigon","Zigon",2,2,0,2,6
"153","Bago","Tharyarwaddy","AREA # 070406","Nattalin","MMR008012","Nattalin","Nattalin",2,2,3,2,9
"154","Bago","Tharyarwaddy","AREA # 070407","Monyo","MMR008013","Monyo","Monyo",3,6,2,5,16
"155","Bago","Tharyarwaddy","AREA # 070408","Gyobingauk","MMR008014","Gyobingauk","Gyobingauk",1,2,5,4,12
"156","Magway","Magway","AREA # 080101","Magway","MMR009001","Magway","Magway",7,12,11,8,38
"157","Magway","Magway","AREA # 080102","Yenangyoung","MMR009002","Yenangyaung","Yenangyoung",5,3,3,5,16
"158","Magway","Magway","AREA # 080103","Chauk","MMR009003","Chauk","Chauk",4,2,2,3,11
"159","Magway","Magway","AREA # 080104","Taungdwingyi","MMR009004","Taungdwingyi","Taungdwingyi",7,7,5,7,26
"160","Magway","Magway","AREA # 080105","Myothit","MMR009005","Myothit","Myothit",7,2,5,2,16
"161","Magway","Magway","AREA # 080106","Natmauk","MMR009006","Natmauk","Natmauk",3,4,11,7,25
"162","Magway","Minbu","AREA # 080201","Minbu","MMR009007","Minbu","Minbu",5,7,7,5,24
"163","Magway","Minbu","AREA # 080202","Pwint Phyu","MMR009008","Pwintbyu","Pwint Phyu",1,6,11,7,25
"164","Magway","Minbu","AREA # 080203","Ngape","MMR009009","Ngape","Ngape",1,1,0,0,2
"165","Magway","Minbu","AREA # 080204","Salin","MMR009010","Salin","Salin",4,8,6,2,20
"166","Magway","Minbu","AREA # 080205","Saytottara","MMR009011","Sidoktaya","Saytottara",2,2,2,3,9
"167","Magway","Thayet","AREA # 080301","Thayet","MMR009012","Thayet","Thayet",1,2,2,3,8
"168","Magway","Thayet","AREA # 080302","Minhla","MMR009013","Minhla","Minhla",7,4,3,2,16
"169","Magway","Thayet","AREA # 080303","Mindon","MMR009014","Mindon","Mindon",0,2,2,0,4
"170","Magway","Thayet","AREA # 080304","Kamma","MMR009015","Kamma","Kamma",2,3,3,1,9
"171","Magway","Thayet","AREA # 080305","Aunglan","MMR009016","Aunglan","Aunglan",15,9,4,5,33
"172","Magway","Thayet","AREA # 080306","Sinpaungwe`","MMR009017","Sinbaungwe","Sinpaungwe`",3,1,4,6,14
"173","Magway","Pakokku","AREA # 080401","Pakokku","MMR009018","Pakokku","Pakokku",2,3,8,7,20
"174","Magway","Pakokku","AREA # 080402","Yesagyo","MMR009019","Yesagyo","Yesagyo",5,3,2,7,17
"175","Magway","Pakokku","AREA # 080403","Myaing","MMR009020","Myaing","Myaing",10,3,5,8,26
"176","Magway","Pakokku","AREA # 080404","Pauk","MMR009021","Pauk","Pauk",8,7,3,8,26
"177","Magway","Pakokku","AREA # 080405","Seikphyu","MMR009022","Seikphyu","Seikphyu",5,1,1,4,11
"178","Magway","Gangaw","AREA # 080501","Gangaw","MMR009023","Gangaw","Gangaw",4,4,5,6,19
"179","Magway","Gangaw","AREA # 080502","Htilin","MMR009024","Tilin","Htilin",1,4,0,1,6
"180","Magway","Gangaw","AREA # 080503","Saw","MMR009025","Saw","Saw",1,0,1,2,4
"181","Magway","Gangaw","AREA # 080551","Kyaukhtu(ST)","MMR009025","Saw","Kyaukhtu(ST)",2,2,1,1,6
"182","Mandalay","Mandalay","AREA # 090101","Aungmyetharzan","MMR010001","Aungmyaythazan","Aungmyetharzan",7,4,6,9,26
"183","Mandalay","Mandalay","AREA # 090102","Chanayeharzan","MMR010002","Chanayethazan","Chanayeharzan",2,4,2,2,10
"184","Mandalay","Mandalay","AREA # 090103","Mahaaungmye","MMR010003","Mahaaungmyay","Mahaaungmye",3,5,1,2,11
"185","Mandalay","Mandalay","AREA # 090104","Chanmyatharzi","MMR010004","Chanmyathazi","Chanmyatharzi",4,11,9,13,37
"186","Mandalay","Mandalay","AREA # 090105","Pyigyidagun","MMR010005","Pyigyitagon","Pyigyidagun",3,6,6,1,16
"187","Mandalay","Mandalay","AREA # 090106","Amarapura","MMR010006","Amarapura","Amarapura",8,3,6,7,24
"188","Mandalay","Mandalay","AREA # 090107","Patheingyi","MMR010007","Patheingyi","Patheingyi",2,6,5,7,20
"189","Mandalay","Pyin Oo Lwin","AREA # 090201","Pyin Oo Lwin","MMR010008","Pyinoolwin","Pyin Oo Lwin",5,6,3,4,18
"190","Mandalay","Pyin Oo Lwin","AREA # 090202","Madaya","MMR010009","Madaya","Madaya",4,6,9,13,32
"191","Mandalay","Pyin Oo Lwin","AREA # 090203","Sinku","MMR010010","Singu","Sinku",4,9,5,5,23
"192","Mandalay","Pyin Oo Lwin","AREA # 090204","Mogok","MMR010011","Mogoke","Mogok",2,2,3,2,9
"193","Mandalay","Pyin Oo Lwin","AREA # 090205","Thabeikkyin","MMR010012","Thabeikkyin","Thabeikkyin",2,3,1,2,8
"194","Mandalay","Pyin Oo Lwin","AREA # 090251","Tagaung","MMR010012","Thabeikkyin","Tagaung",1,2,0,1,4
"195","Mandalay","Kyaukse","AREA # 090301","Kyaukse","MMR010013","Kyaukse","Kyaukse",4,5,3,4,16
"196","Mandalay","Kyaukse","AREA # 090302","Singaing","MMR010014","Sintgaing","Singaing",7,4,4,2,17
"197","Mandalay","Kyaukse","AREA # 090303","Myitthar","MMR010015","Myittha","Myitthar",1,4,8,6,19
"198","Mandalay","Kyaukse","AREA # 090304","Tada U","MMR010016","Tada-U","Tada U",5,1,0,3,9
"199","Mandalay","Myingyan","AREA # 090401","Myingyan","MMR010017","Myingyan","Myingyan",8,7,3,8,26
"200","Mandalay","Myingyan","AREA # 090402","Taungtha","MMR010018","Taungtha","Taungtha",7,4,5,8,24
"201","Mandalay","Myingyan","AREA # 090403","Natogyi","MMR010019","Natogyi","Natogyi",1,5,3,4,13
"202","Mandalay","Nyaung U","AREA # 090404","Kyaukpadaung","MMR010020","Kyaukpadaung","Kyaukpadaung",9,4,2,4,19
"203","Mandalay","Myingyan","AREA # 090405","Ngazun","MMR010021","Ngazun","Ngazun",2,2,7,5,16
"204","Mandalay","Nyaung U","AREA # 090501","Nyaung U","MMR010022","Nyaung-U","Nyaung U",0,7,9,5,21
"205","Mandalay","Nyaung U","AREA # 090551","Ngathayauk","MMR010022","Nyaung-U","Ngat",4,3,3,1,11
"206","Mandalay","Yame`thin","AREA # 090601","Yame`thin","MMR010023","Yamethin","Yame`thin",5,9,3,5,22
"207","Mandalay","Yame`thin","AREA # 090602","Pyawbwe","MMR010024","Pyawbwe","Pyawbwe",5,14,4,3,26
"208","Mandalay","Meiktila","AREA # 090701","Meiktila","MMR010028","Meiktila","Meiktila",4,11,10,8,33
"209","Mandalay","Meiktila","AREA # 090702","Mahlaing","MMR010029","Mahlaing","MahlYaing",5,6,1,6,18
"210","Mandalay","Meiktila","AREA # 090703","Thazi","MMR010030","Thazi","Thazi",11,9,3,7,30
"211","Mandalay","Meiktila","AREA # 090704","Wundwin","MMR010031","Wundwin","Wundwin",7,7,3,3,20
"212","Mon","Mawlamyine","AREA # 100101","Mawlamyine","MMR011001","Mawlamyine","Mawlamyine",8,6,10,13,37
"213","Mon","Mawlamyine","AREA # 100102","Kyaikemaraw","MMR011002","Kyaikmaraw","Kyaikemaraw",5,2,9,5,21
"214","Mon","Mawlamyine","AREA # 100103","Chaungzon","MMR011003","Chaungzon","Chaungzon",1,6,3,1,11
"215","Mon","Mawlamyine","AREA # 100104","Thanbyuzayat","MMR011004","Thanbyuzayat","Thanbyuzayat",6,9,5,5,25
"216","Mon","Mawlamyine","AREA # 100105","Mudon","MMR011005","Mudon","Mudon",4,7,6,10,27
"217","Mon","Mawlamyine","AREA # 100106","Ye","MMR011006","Ye","Ye",6,3,5,10,24
"218","Mon","Mawlamyine","AREA # 100152","Khawzar","MMR011006","Ye","Khawzar",1,1,0,0,2
"219","Mon","Mawlamyine","AREA # 100151","Lamine","MMR011006","Ye","Lamine",4,2,4,2,12
"220","Mon","Thaton","AREA # 100201","Thaton","MMR011007","Thaton","Thaton",7,14,8,2,31
"221","Mon","Thaton","AREA # 100202","Paung","MMR011008","Paung","Paung",9,9,5,7,30
"222","Mon","Thaton","AREA # 100203","Kyaikto","MMR011009","Kyaikto","Kyaikto",8,2,6,10,26
"223","Mon","Thaton","AREA # 100204","Bilin","MMR011010","Bilin","Bilin",7,16,7,8,38
"224","Rakhine","Sittway","AREA # 110101","Sittway","MMR012001","Sittwe","Sittway",1,1,2,3,7
"225","Rakhine","Sittway","AREA # 110102","Ponnagyun","MMR012002","Ponnagyun","Ponnagyun",4,7,6,4,21
"226","Rakhine","Myauk U","AREA # 110201","Myauk U","MMR012003","Mrauk-U","Myauk U",4,4,12,4,24
"227","Rakhine","Myauk U","AREA # 110202","Kyauktaw","MMR012004","Kyauktaw","Kyauktaw",6,8,6,5,25
"228","Rakhine","Myauk U","AREA # 110203","Minbya","MMR012005","Minbya","Minbya",5,4,5,3,17
"229","Rakhine","Myauk U","AREA # 110204","Myebon","MMR012006","Myebon","Myebon",6,6,5,6,23
"230","Rakhine","Sittway","AREA # 110103","Pauktaw","MMR012007","Pauktaw","Pauktaw",1,5,3,6,15
"231","Rakhine","Sittway","AREA # 110104","Yethedaung","MMR012008","Rathedaung","Yethedaung",4,7,8,3,22
"232","Rakhine","Maungtaw","AREA # 110351","Taungpyoletwe(ST)","MMR012009","Maungdaw","Taungpyoletwe(ST)",0,0,0,1,1
"233","Rakhine","Maungtaw","AREA # 110301","Maungtaw","MMR012009","Maungdaw","Maungtaw",2,1,1,1,5
"234","Rakhine","Maungtaw","AREA # 110302","Buthidaung","MMR012010","Buthidaung","Buthidaung",3,2,2,1,8
"235","Rakhine","Kyaukpyu","AREA # 110401","Kyaukpyu","MMR012011","Kyaukpyu","Kyaukpyu",6,4,2,2,14
