"","AreaCode","SR","District","TsName_Census","TsCode_MIMU","TsName_MIMU","Ts","CatNum","Severity","y5","y6","y7","y8","y9","y10","y11","y12","y13","y14","y15","y16","y17","y18","y19","y20","y21","y22","y23","y24","y25","y26","y27","y28","y29","y30","y31","y32","y33","y34","y35","y36","y37","y38","y39","y40","y41","y42","y43","y44","y45","y46","y47","y48","y49","y50","y51","y52","y53","y54","y55","y56","y57","y58","y59","y60","y61","y62","y63","y64","y65","y66","y67","y68","y69","y70","y71","y72","y73","y74","y75","y76","y77","y78","y79","y80","y81","y82","y83","y84","y85","y86","y87","y88","y89","AtAb90"
"662","AREA # 090702","Mandalay","Meiktila","Mahlaing","MMR010029","Mahlaing","MahlYaing","4","Yes - cannot see at all",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"663","AREA # 090703","Mandalay","Meiktila","Thazi","MMR010030","Thazi","Thazi","1","No - no difficulty",611,1564,1844,1606,1611,1666,1550,1502,1354,1013,780,527,418,326,164,126,100,60,35,28,26,24,17,19,9,18,7,13,10,8,13,5,2,5,5,6,1,4,1,4,2,3,NA,5,3,2,NA,1,2,2,1,3,2,4,NA,3,1,NA,1,2,3,NA,1,1,2,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA
"664","AREA # 090703","Mandalay","Meiktila","Thazi","MMR010030","Thazi","Thazi","2","Yes - some difficulty",1,1,1,1,4,3,2,4,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"665","AREA # 090703","Mandalay","Meiktila","Thazi","MMR010030","Thazi","Thazi","3","Yes - a lot of difficulty",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"666","AREA # 090703","Mandalay","Meiktila","Thazi","MMR010030","Thazi","Thazi","4","Yes - cannot see at all",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"667","AREA # 090704","Mandalay","Meiktila","Wundwin","MMR010031","Wundwin","Wundwin","1","No - no difficulty",534,1527,1684,1533,1473,1553,1520,1369,1317,851,637,496,371,287,211,148,87,53,35,24,22,20,18,9,14,7,3,10,4,7,5,6,2,6,6,6,1,4,5,3,2,NA,2,4,3,3,2,1,2,3,1,1,1,NA,1,3,NA,NA,NA,2,1,1,2,2,1,3,1,NA,3,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"668","AREA # 090704","Mandalay","Meiktila","Wundwin","MMR010031","Wundwin","Wundwin","2","Yes - some difficulty",NA,1,NA,1,3,NA,2,NA,NA,NA,3,1,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"669","AREA # 090704","Mandalay","Meiktila","Wundwin","MMR010031","Wundwin","Wundwin","3","Yes - a lot of difficulty",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"670","AREA # 090704","Mandalay","Meiktila","Wundwin","MMR010031","Wundwin","Wundwin","4","Yes - cannot see at all",NA,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"671","AREA # 100101","Mon","Mawlamyine","Mawlamyine","MMR011001","Mawlamyine","Mawlamyine","1","No - no difficulty",461,1836,2144,1951,2018,2101,1994,2015,1961,1678,1245,890,699,645,481,352,235,133,82,55,47,17,25,22,23,14,18,9,7,8,12,14,9,6,14,4,6,7,4,7,10,5,4,6,3,5,1,5,3,4,1,8,1,1,3,5,NA,NA,3,5,3,1,NA,NA,NA,NA,1,1,2,2,2,1,1,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,3
"672","AREA # 100101","Mon","Mawlamyine","Mawlamyine","MMR011001","Mawlamyine","Mawlamyine","2","Yes - some difficulty",NA,NA,1,2,2,1,2,3,2,5,1,5,1,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"673","AREA # 100101","Mon","Mawlamyine","Mawlamyine","MMR011001","Mawlamyine","Mawlamyine","3","Yes - a lot of difficulty",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"674","AREA # 100101","Mon","Mawlamyine","Mawlamyine","MMR011001","Mawlamyine","Mawlamyine","4","Yes - cannot see at all",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"675","AREA # 100102","Mon","Mawlamyine","Kyaikemaraw","MMR011002","Kyaikmaraw","Kyaikemaraw","1","No - no difficulty",493,1755,1902,1894,1877,1895,1719,1758,1427,1048,624,304,206,129,115,96,45,27,20,14,17,7,7,9,NA,5,1,10,3,2,4,6,2,10,1,2,4,3,3,2,4,2,5,3,5,4,1,4,1,2,6,1,1,2,1,2,3,2,NA,NA,3,NA,1,3,NA,2,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
"676","AREA # 100102","Mon","Mawlamyine","Kyaikemaraw","MMR011002","Kyaikmaraw","Kyaikemaraw","2","Yes - some difficulty",1,NA,1,3,4,5,1,2,1,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"677","AREA # 100102","Mon","Mawlamyine","Kyaikemaraw","MMR011002","Kyaikmaraw","Kyaikemaraw","3","Yes - a lot of difficulty",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"678","AREA # 100102","Mon","Mawlamyine","Kyaikemaraw","MMR011002","Kyaikmaraw","Kyaikemaraw","4","Yes - cannot see at all",NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"679","AREA # 100103","Mon","Mawlamyine","Chaungzon","MMR011003","Chaungzon","Chaungzon","1","No - no difficulty",221,991,1100,1059,1101,1115,1008,966,796,588,366,216,145,106,81,61,38,27,12,9,12,3,6,3,5,3,5,1,1,4,4,2,3,1,1,7,2,4,3,3,4,2,2,1,1,5,1,1,4,3,3,2,1,2,3,1,2,2,1,4,1,3,5,1,NA,3,NA,1,NA,2,NA,1,1,1,NA,NA,1,NA,NA,1,1,1,NA,NA,NA,1
"680","AREA # 100103","Mon","Mawlamyine","Chaungzon","MMR011003","Chaungzon","Chaungzon","2","Yes - some difficulty",NA,NA,2,1,2,2,NA,4,NA,2,1,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"681","AREA # 100103","Mon","Mawlamyine","Chaungzon","MMR011003","Chaungzon","Chaungzon","3","Yes - a lot of difficulty",NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"682","AREA # 100104","Mon","Mawlamyine","Thanbyuzayat","MMR011004","Thanbyuzayat","Thanbyuzayat","1","No - no difficulty",292,1327,1617,1546,1442,1485,1334,1259,1050,776,529,323,267,194,134,127,75,50,39,16,13,12,8,6,8,9,6,7,5,1,7,5,3,2,2,6,4,3,5,NA,2,6,1,4,NA,4,1,2,1,1,2,NA,3,2,NA,3,1,1,1,NA,1,NA,NA,NA,1,NA,1,2,1,NA,3,1,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,1
"683","AREA # 100104","Mon","Mawlamyine","Thanbyuzayat","MMR011004","Thanbyuzayat","Thanbyuzayat","2","Yes - some difficulty",NA,2,1,1,NA,2,4,3,3,5,2,1,1,NA,1,2,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1
"684","AREA # 100104","Mon","Mawlamyine","Thanbyuzayat","MMR011004","Thanbyuzayat","Thanbyuzayat","3","Yes - a lot of difficulty",NA,NA,1,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"685","AREA # 100104","Mon","Mawlamyine","Thanbyuzayat","MMR011004","Thanbyuzayat","Thanbyuzayat","4","Yes - cannot see at all",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"686","AREA # 100105","Mon","Mawlamyine","Mudon","MMR011005","Mudon","Mudon","1","No - no difficulty",422,1534,1665,1448,1474,1444,1323,1255,1095,765,491,293,279,208,170,140,83,47,18,18,12,14,10,9,6,4,3,6,3,7,6,2,2,5,5,4,2,3,4,1,4,1,3,1,5,2,3,6,1,NA,4,2,3,1,NA,4,NA,1,3,1,5,3,NA,1,2,NA,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1
"687","AREA # 100105","Mon","Mawlamyine","Mudon","MMR011005","Mudon","Mudon","2","Yes - some difficulty",2,NA,2,1,NA,NA,3,NA,1,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"688","AREA # 100105","Mon","Mawlamyine","Mudon","MMR011005","Mudon","Mudon","3","Yes - a lot of difficulty",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"689","AREA # 100105","Mon","Mawlamyine","Mudon","MMR011005","Mudon","Mudon","4","Yes - cannot see at all",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"690","AREA # 100106","Mon","Mawlamyine","Ye","MMR011006","Ye","Ye","1","No - no difficulty",290,1198,1348,1367,1383,1447,1244,1324,1152,828,497,328,195,151,122,71,69,35,21,23,8,9,9,7,8,8,NA,4,7,4,8,1,1,3,1,4,2,2,4,2,5,NA,NA,1,2,1,1,NA,NA,NA,2,1,NA,NA,1,1,NA,2,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"691","AREA # 100106","Mon","Mawlamyine","Ye","MMR011006","Ye","Ye","2","Yes - some difficulty",NA,1,3,5,3,3,4,4,2,4,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"692","AREA # 100106","Mon","Mawlamyine","Ye","MMR011006","Ye","Ye","3","Yes - a lot of difficulty",NA,1,1,NA,NA,2,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"693","AREA # 100106","Mon","Mawlamyine","Ye","MMR011006","Ye","Ye","4","Yes - cannot see at all",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"694","AREA # 100151","Mon","Mawlamyine","Lamine","MMR011006","Ye","Lamine","2","Yes - some difficulty",NA,2,2,NA,3,1,3,1,3,1,2,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"695","AREA # 100151","Mon","Mawlamyine","Lamine","MMR011006","Ye","Lamine","3","Yes - a lot of difficulty",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"696","AREA # 100151","Mon","Mawlamyine","Lamine","MMR011006","Ye","Lamine","1","No - no difficulty",235,854,874,926,844,866,741,775,631,474,328,166,122,116,78,43,35,16,11,3,5,3,2,2,1,6,9,2,1,1,NA,1,3,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,2,NA,1,1,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"697","AREA # 100152","Mon","Mawlamyine","Khawzar","MMR011006","Ye","Khawzar","2","Yes - some difficulty",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"698","AREA # 100152","Mon","Mawlamyine","Khawzar","MMR011006","Ye","Khawzar","1","No - no difficulty",56,176,189,167,201,210,161,201,200,104,70,26,18,14,8,6,4,7,2,2,3,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,2,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"699","AREA # 100201","Mon","Thaton","Thaton","MMR011007","Thaton","Thaton","1","No - no difficulty",513,1930,2141,2196,2265,2391,2089,2096,1639,1251,821,535,365,276,208,149,82,55,44,17,14,11,14,16,14,7,10,6,8,4,10,7,7,4,4,8,3,3,3,3,4,1,4,4,5,7,2,1,5,NA,5,3,1,1,1,4,3,2,NA,3,2,2,5,1,1,2,NA,NA,1,1,1,NA,1,1,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"700","AREA # 100201","Mon","Thaton","Thaton","MMR011007","Thaton","Thaton","2","Yes - some difficulty",NA,1,1,3,3,5,2,5,2,2,2,1,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"701","AREA # 100201","Mon","Thaton","Thaton","MMR011007","Thaton","Thaton","3","Yes - a lot of difficulty",NA,NA,NA,1,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"702","AREA # 100202","Mon","Thaton","Paung","MMR011008","Paung","Paung","1","No - no difficulty",438,1757,1989,2061,2079,2149,1888,1986,1530,1195,711,421,331,205,155,114,68,53,23,24,11,12,15,11,6,6,12,5,7,6,6,5,2,6,6,8,2,1,6,7,2,2,2,1,5,3,NA,2,3,3,3,2,1,3,5,4,NA,1,3,1,2,1,2,1,3,3,NA,2,2,NA,2,NA,NA,1,NA,2,1,NA,NA,NA,NA,1,NA,1,NA,NA
"703","AREA # 100202","Mon","Thaton","Paung","MMR011008","Paung","Paung","2","Yes - some difficulty",NA,2,NA,3,NA,2,4,1,3,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"704","AREA # 100202","Mon","Thaton","Paung","MMR011008","Paung","Paung","3","Yes - a lot of difficulty",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"705","AREA # 100202","Mon","Thaton","Paung","MMR011008","Paung","Paung","4","Yes - cannot see at all",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"706","AREA # 100203","Mon","Thaton","Kyaikto","MMR011009","Kyaikto","Kyaikto","1","No - no difficulty",446,1529,1634,1626,1669,1597,1432,1394,1272,919,667,411,306,207,141,107,57,41,28,18,22,9,4,8,13,11,5,5,4,4,6,1,6,4,4,3,1,4,7,3,3,4,1,3,1,2,3,1,1,1,1,1,1,2,NA,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,1,2,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"707","AREA # 100203","Mon","Thaton","Kyaikto","MMR011009","Kyaikto","Kyaikto","2","Yes - some difficulty",1,1,1,NA,6,2,4,4,5,4,2,5,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
