"","AreaCode","SR","District","TsName_Census","TsCode_MIMU","TsName_MIMU","Ts","CatNum","Severity","y5","y6","y7","y8","y9","y10","y11","y12","y13","y14","y15","y16","y17","y18","y19","y20","y21","y22","y23","y24","y25","y26","y27","y28","y29","y30","y31","y32","y33","y34","y35","y36","y37","y38","y39","y40","y41","y42","y43","y44","y45","y46","y47","y48","y49","y50","y51","y52","y53","y54","y55","y56","y57","y58","y59","y60","y61","y62","y63","y64","y65","y66","y67","y68","y69","y70","y71","y72","y73","y74","y75","y76","y77","y78","y79","y80","y81","y82","y83","y84","y85","y86","y87","y88","y89","AtAb90"
"175","AREA # 040351","Chin","Mindat","Reazu(ST)","MMR004007","Matupi","Reazu(ST)","2","Yes - some difficulty",NA,NA,1,NA,2,1,3,NA,1,NA,1,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","AREA # 040351","Chin","Mindat","Reazu(ST)","MMR004007","Matupi","Reazu(ST)","3","Yes - a lot of difficulty",NA,2,NA,1,1,2,NA,2,1,NA,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"177","AREA # 040351","Chin","Mindat","Reazu(ST)","MMR004007","Matupi","Reazu(ST)","4","Yes - cannot see at all",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"178","AREA # 040351","Chin","Mindat","Reazu(ST)","MMR004007","Matupi","Reazu(ST)","1","No - no difficulty",50,106,166,149,150,151,124,154,147,128,83,84,63,39,36,16,8,4,3,1,1,2,NA,1,2,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,1,1,NA,NA,NA,NA,2,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","AREA # 040352","Chin","Mindat","Sami(ST)","MMR004009","Paletwa","Sami(ST)","1","No - no difficulty",137,266,312,394,330,398,341,388,331,323,265,212,153,128,60,47,24,17,9,4,5,3,6,2,4,1,NA,NA,1,NA,NA,2,NA,1,1,1,2,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","AREA # 040352","Chin","Mindat","Sami(ST)","MMR004009","Paletwa","Sami(ST)","3","Yes - a lot of difficulty",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","AREA # 040352","Chin","Mindat","Sami(ST)","MMR004009","Paletwa","Sami(ST)","4","Yes - cannot see at all",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","AREA # 050101","Sagaing","Sagaing","Sagaing","MMR005001","Sagaing","Sagaing","1","No - no difficulty",729,1829,1937,1904,1853,1941,1776,1717,1561,1294,941,790,678,604,435,317,195,119,68,39,38,30,20,21,21,22,11,13,13,7,13,7,9,10,5,3,3,9,5,8,6,6,5,9,3,8,9,6,5,1,8,6,10,4,7,4,1,2,6,4,7,NA,7,6,3,5,1,1,4,1,4,2,2,3,1,1,3,NA,1,1,2,NA,1,2,2,2
"183","AREA # 050101","Sagaing","Sagaing","Sagaing","MMR005001","Sagaing","Sagaing","2","Yes - some difficulty",NA,1,5,1,NA,1,4,2,1,1,NA,NA,2,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"184","AREA # 050101","Sagaing","Sagaing","Sagaing","MMR005001","Sagaing","Sagaing","3","Yes - a lot of difficulty",NA,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","AREA # 050101","Sagaing","Sagaing","Sagaing","MMR005001","Sagaing","Sagaing","4","Yes - cannot see at all",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","AREA # 050102","Sagaing","Sagaing","Myinmu","MMR005002","Myinmu","Myinmu","1","No - no difficulty",294,689,679,629,696,762,698,615,584,513,372,280,284,202,147,123,68,47,22,10,14,8,13,8,6,15,8,6,7,7,5,2,2,7,1,5,2,5,5,6,2,3,3,3,3,2,5,2,2,1,3,2,1,1,2,6,1,1,1,1,3,4,5,2,1,3,1,NA,1,2,NA,2,NA,2,1,3,NA,NA,2,2,3,NA,1,NA,NA,2
"187","AREA # 050102","Sagaing","Sagaing","Myinmu","MMR005002","Myinmu","Myinmu","2","Yes - some difficulty",NA,1,NA,2,1,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","AREA # 050102","Sagaing","Sagaing","Myinmu","MMR005002","Myinmu","Myinmu","3","Yes - a lot of difficulty",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","AREA # 050103","Sagaing","Sagaing","Myaung","MMR005003","Myaung","Myaung","1","No - no difficulty",301,721,731,650,731,731,645,745,630,541,464,297,278,245,163,115,49,40,16,15,14,11,10,9,6,8,5,4,4,3,8,2,3,5,1,3,4,2,1,1,NA,NA,4,4,NA,3,1,1,1,2,1,4,5,3,NA,2,NA,NA,1,2,3,1,3,NA,2,1,2,NA,2,1,4,NA,1,3,NA,NA,1,1,1,2,NA,1,NA,NA,1,2
"190","AREA # 050103","Sagaing","Sagaing","Myaung","MMR005003","Myaung","Myaung","2","Yes - some difficulty",NA,1,NA,NA,NA,NA,NA,2,NA,NA,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"191","AREA # 050103","Sagaing","Sagaing","Myaung","MMR005003","Myaung","Myaung","4","Yes - cannot see at all",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"192","AREA # 050201","Sagaing","Shwebo","Shwebo","MMR005004","Shwebo","Shwebo","1","No - no difficulty",496,1388,1612,1488,1546,1489,1478,1422,1255,974,779,634,565,460,401,278,185,97,55,20,27,11,14,14,10,20,10,9,7,3,8,7,6,2,12,6,6,4,6,9,6,4,6,1,NA,6,6,5,6,2,4,2,NA,2,4,6,1,1,5,NA,1,NA,1,2,2,2,NA,1,1,NA,1,NA,2,3,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,2
"193","AREA # 050201","Sagaing","Shwebo","Shwebo","MMR005004","Shwebo","Shwebo","2","Yes - some difficulty",NA,1,NA,1,1,1,NA,2,NA,1,1,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"194","AREA # 050201","Sagaing","Shwebo","Shwebo","MMR005004","Shwebo","Shwebo","3","Yes - a lot of difficulty",NA,NA,1,NA,NA,1,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","AREA # 050202","Sagaing","Shwebo","Khin U","MMR005005","Khin-U","Khin U","3","Yes - a lot of difficulty",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"196","AREA # 050202","Sagaing","Shwebo","Khin U","MMR005005","Khin-U","Khin U","4","Yes - cannot see at all",NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"197","AREA # 050202","Sagaing","Shwebo","Khin U","MMR005005","Khin-U","Khin U","1","No - no difficulty",438,1049,1128,1087,1101,1100,1138,1162,1073,715,560,426,343,280,187,122,68,59,27,28,20,15,13,17,13,12,2,4,7,2,13,4,8,8,3,5,2,6,4,2,6,2,3,2,2,4,3,4,1,4,5,1,3,2,1,3,NA,1,1,NA,2,2,1,NA,1,1,1,4,NA,1,3,1,2,2,NA,2,NA,2,2,NA,1,NA,1,NA,1,NA
"198","AREA # 050202","Sagaing","Shwebo","Khin U","MMR005005","Khin-U","Khin U","2","Yes - some difficulty",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","AREA # 050203","Sagaing","Shwebo","Wetlet","MMR005006","Wetlet","Wetlet","1","No - no difficulty",640,1219,1458,1389,1487,1531,1379,1361,1180,853,630,458,409,333,215,148,85,56,43,17,14,10,18,13,7,19,4,9,3,2,8,5,5,5,4,7,2,6,2,1,4,2,6,4,1,5,1,6,1,2,7,2,1,1,1,2,2,3,2,1,4,5,1,1,1,2,1,1,1,1,3,2,NA,1,NA,NA,1,NA,1,1,1,1,1,NA,3,2
"200","AREA # 050203","Sagaing","Shwebo","Wetlet","MMR005006","Wetlet","Wetlet","4","Yes - cannot see at all",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"201","AREA # 050203","Sagaing","Shwebo","Wetlet","MMR005006","Wetlet","Wetlet","2","Yes - some difficulty",1,NA,NA,2,2,1,NA,2,1,2,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1
"202","AREA # 050203","Sagaing","Shwebo","Wetlet","MMR005006","Wetlet","Wetlet","3","Yes - a lot of difficulty",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"203","AREA # 050204","Sagaing","Shwebo","Kambalu","MMR005007","Kanbalu","Kambalu","1","No - no difficulty",928,2189,2631,2601,2538,2698,2441,2478,2214,1652,1055,789,740,607,399,278,122,124,58,45,32,22,20,25,9,21,10,10,9,10,8,5,7,9,4,7,6,4,5,6,3,5,7,7,2,5,4,4,2,2,4,1,1,4,NA,4,NA,5,1,3,2,2,2,1,NA,1,NA,2,2,1,NA,3,3,3,NA,1,1,2,3,NA,1,NA,1,NA,1,2
"204","AREA # 050204","Sagaing","Shwebo","Kambalu","MMR005007","Kanbalu","Kambalu","2","Yes - some difficulty",NA,NA,1,1,1,1,1,1,2,NA,1,2,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1
"205","AREA # 050204","Sagaing","Shwebo","Kambalu","MMR005007","Kanbalu","Kambalu","3","Yes - a lot of difficulty",1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","AREA # 050205","Sagaing","Shwebo","Kyunhlau","MMR005008","Kyunhla","Kyunhlau","1","No - no difficulty",379,825,979,933,950,899,940,834,767,610,411,313,252,161,93,71,38,30,21,10,8,7,3,7,4,5,6,3,3,3,4,4,NA,2,1,1,2,1,3,3,2,2,NA,1,NA,NA,NA,2,NA,1,1,2,NA,2,NA,2,1,NA,NA,NA,2,1,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1
"207","AREA # 050205","Sagaing","Shwebo","Kyunhlau","MMR005008","Kyunhla","Kyunhlau","2","Yes - some difficulty",NA,NA,1,2,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","AREA # 050205","Sagaing","Shwebo","Kyunhlau","MMR005008","Kyunhla","Kyunhlau","4","Yes - cannot see at all",NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","AREA # 050205","Sagaing","Shwebo","Kyunhlau","MMR005008","Kyunhla","Kyunhlau","3","Yes - a lot of difficulty",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","AREA # 050206","Sagaing","Shwebo","Ye U","MMR005009","Ye-U","Ye U","2","Yes - some difficulty",NA,2,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,2
"211","AREA # 050206","Sagaing","Shwebo","Ye U","MMR005009","Ye-U","Ye U","4","Yes - cannot see at all",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","AREA # 050206","Sagaing","Shwebo","Ye U","MMR005009","Ye-U","Ye U","1","No - no difficulty",380,897,1033,973,972,995,864,1050,928,608,390,346,282,189,138,89,48,33,18,16,18,4,7,9,1,6,4,5,8,NA,7,4,4,7,5,5,2,4,3,3,3,1,NA,NA,4,2,1,1,NA,2,4,1,2,1,1,2,1,3,1,NA,4,2,2,2,1,3,1,NA,1,1,4,1,NA,NA,1,1,NA,1,1,NA,NA,NA,NA,1,NA,NA
"213","AREA # 050207","Sagaing","Shwebo","Depayin","MMR005010","Tabayin","Depayin","3","Yes - a lot of difficulty",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"214","AREA # 050207","Sagaing","Shwebo","Depayin","MMR005010","Tabayin","Depayin","4","Yes - cannot see at all",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","AREA # 050207","Sagaing","Shwebo","Depayin","MMR005010","Tabayin","Depayin","1","No - no difficulty",576,1159,1291,1198,1262,1256,1194,1257,1125,763,522,401,310,254,173,124,56,37,19,7,11,11,6,9,7,7,7,7,3,4,5,2,1,1,4,4,NA,NA,5,2,5,3,NA,2,3,2,2,NA,1,4,NA,2,NA,2,NA,NA,NA,1,NA,1,1,NA,NA,2,1,NA,1,1,1,NA,NA,NA,NA,1,1,2,NA,NA,1,NA,NA,NA,NA,1,NA,1
"216","AREA # 050207","Sagaing","Shwebo","Depayin","MMR005010","Tabayin","Depayin","2","Yes - some difficulty",NA,NA,1,1,NA,1,3,1,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
"217","AREA # 050208","Sagaing","Shwebo","Tasei","MMR005011","Taze","Tasei","3","Yes - a lot of difficulty",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA
"218","AREA # 050208","Sagaing","Shwebo","Tasei","MMR005011","Taze","Tasei","4","Yes - cannot see at all",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","AREA # 050208","Sagaing","Shwebo","Tasei","MMR005011","Taze","Tasei","1","No - no difficulty",687,1350,1531,1499,1536,1641,1508,1627,1623,1203,878,720,496,341,185,122,64,41,28,18,17,11,12,13,8,14,7,6,11,6,8,7,9,11,6,4,NA,4,3,2,4,5,2,2,1,5,2,3,2,2,2,2,1,5,1,1,1,1,3,1,NA,1,1,1,1,5,1,1,1,3,1,2,NA,1,NA,2,2,NA,NA,NA,4,1,NA,NA,NA,NA
"220","AREA # 050208","Sagaing","Shwebo","Tasei","MMR005011","Taze","Tasei","2","Yes - some difficulty",NA,1,NA,2,3,2,1,1,4,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
